data type,model,init method,prune ratio,restore,number,best accuracy
cifar10,fc3,xavier,0.82,0,4,62.52000045776367
cifar10,fc3,kaiming_in,0.80,0,4,63.060001373291016
cifar10,fc3,xavier,0.92,0,4,59.599998474121094
cifar10,fc3,xavier,0.88,0,2,61.06999969482422
cifar10,fc3,xavier,0.84,1,2,62.08000183105469
cifar10,fc3,xavier,0.80,1,4,63.209999084472656
cifar10,fc3,kaiming_out,0.98,0,2,53.2599983215332
cifar10,fc3,kaiming_out,0.92,0,3,60.130001068115234
cifar10,fc3,xavier,0.86,0,3,61.900001525878906
cifar10,fc3,kaiming_in,0.82,0,2,62.54999923706055
cifar10,fc3,xavier,0.98,1,5,52.970001220703125
cifar10,fc3,xavier,0.84,0,1,62.099998474121094
cifar10,fc3,kaiming_out,0.86,1,3,61.88999938964844
cifar10,fc3,kaiming_out,0.98,1,1,53.540000915527344
cifar10,fc3,xavier,0.96,1,3,57.0
cifar10,fc3,kaiming_in,0.84,0,5,63.06999969482422
cifar10,fc3,kaiming_in,0.90,0,2,61.08000183105469
cifar10,fc3,kaiming_in,0.92,1,3,59.86000061035156
cifar10,fc3,kaiming_out,0.90,0,1,60.38999938964844
cifar10,fc3,kaiming_out,0.90,0,3,60.720001220703125
cifar10,fc3,xavier,0.98,0,3,52.790000915527344
cifar10,fc3,kaiming_out,0.94,0,2,58.72999954223633
cifar10,fc3,kaiming_in,0.96,1,2,56.709999084472656
cifar10,fc3,kaiming_out,0.88,0,1,61.290000915527344
cifar10,fc3,kaiming_in,0.96,0,2,56.9900016784668
cifar10,fc3,kaiming_in,0.90,1,3,60.59000015258789
cifar10,fc3,kaiming_out,0.84,1,4,62.220001220703125
cifar10,fc3,kaiming_out,0.94,0,4,58.90999984741211
cifar10,fc3,xavier,0.84,1,3,62.27000045776367
cifar10,fc3,kaiming_out,0.88,1,5,61.7400016784668
cifar10,fc3,xavier,0.96,0,1,57.0099983215332
cifar10,fc3,kaiming_in,0.88,0,1,61.709999084472656
cifar10,fc3,kaiming_out,0.82,0,5,62.33000183105469
cifar10,fc3,kaiming_in,0.80,0,5,62.65999984741211
cifar10,fc3,kaiming_out,0.92,0,1,59.459999084472656
cifar10,fc3,kaiming_in,0.90,1,1,60.90999984741211
cifar10,fc3,xavier,0.98,0,5,52.439998626708984
cifar10,fc3,kaiming_in,0.80,1,4,62.959999084472656
cifar10,fc3,xavier,0.98,1,1,53.400001525878906
cifar10,fc3,kaiming_out,0.90,0,5,60.65999984741211
cifar10,fc3,kaiming_out,0.94,1,3,59.220001220703125
cifar10,fc3,kaiming_out,0.88,0,2,61.38999938964844
cifar10,fc3,kaiming_out,0.92,1,5,59.93000030517578
cifar10,fc3,kaiming_out,0.98,0,5,52.68000030517578
cifar10,fc3,xavier,0.94,0,5,58.959999084472656
cifar10,fc3,kaiming_out,0.98,1,2,53.11000061035156
cifar10,fc3,kaiming_out,0.86,1,1,61.5
cifar10,fc3,xavier,0.96,0,5,57.529998779296875
cifar10,fc3,xavier,0.98,0,4,52.849998474121094
cifar10,fc3,xavier,0.84,0,2,62.2400016784668
cifar10,fc3,kaiming_in,0.82,1,1,62.59000015258789
cifar10,fc3,kaiming_in,0.94,0,5,58.93000030517578
cifar10,fc3,kaiming_out,0.90,0,4,60.16999816894531
cifar10,fc3,kaiming_out,0.96,1,1,56.720001220703125
cifar10,fc3,kaiming_in,0.86,0,4,61.619998931884766
cifar10,fc3,xavier,0.88,1,3,61.31999969482422
cifar10,fc3,kaiming_in,0.80,1,2,62.779998779296875
cifar10,fc3,kaiming_in,0.96,1,1,57.02000045776367
cifar10,fc3,xavier,0.94,1,5,58.959999084472656
cifar10,fc3,kaiming_in,0.86,1,5,61.619998931884766
cifar10,fc3,xavier,0.82,1,1,62.29999923706055
cifar10,fc3,xavier,0.94,1,3,58.34000015258789
cifar10,fc3,kaiming_out,0.98,0,3,53.119998931884766
cifar10,fc3,xavier,0.90,1,5,60.45000076293945
cifar10,fc3,kaiming_out,0.84,1,1,62.13999938964844
cifar10,fc3,kaiming_out,0.80,0,4,62.68000030517578
cifar10,fc3,kaiming_out,0.98,1,3,53.119998931884766
cifar10,fc3,kaiming_out,0.82,1,4,62.099998474121094
cifar10,fc3,kaiming_in,0.92,0,3,60.22999954223633
cifar10,fc3,xavier,0.96,1,5,57.290000915527344
cifar10,fc3,xavier,0.92,0,1,60.209999084472656
cifar10,fc3,kaiming_in,0.92,0,4,59.380001068115234
cifar10,fc3,xavier,0.80,0,2,62.970001220703125
cifar10,fc3,kaiming_out,0.86,0,4,62.06999969482422
cifar10,fc3,xavier,0.82,0,3,62.75
cifar10,fc3,xavier,0.90,1,1,60.66999816894531
cifar10,fc3,kaiming_out,0.98,0,1,53.540000915527344
cifar10,fc3,kaiming_out,0.86,0,5,61.45000076293945
cifar10,fc3,kaiming_in,0.84,1,4,62.13999938964844
cifar10,fc3,xavier,0.94,0,3,58.630001068115234
cifar10,fc3,kaiming_out,0.80,1,3,62.5
cifar10,fc3,kaiming_in,0.90,0,3,60.619998931884766
cifar10,fc3,kaiming_out,0.92,1,1,59.56999969482422
cifar10,fc3,xavier,0.90,0,1,60.27000045776367
cifar10,fc3,xavier,0.82,0,1,62.630001068115234
cifar10,fc3,kaiming_out,0.96,1,4,56.63999938964844
cifar10,fc3,kaiming_out,0.82,1,5,62.5099983215332
cifar10,fc3,kaiming_out,0.86,0,1,62.08000183105469
cifar10,fc3,xavier,0.96,0,4,57.29999923706055
cifar10,fc3,kaiming_in,0.84,0,3,61.90999984741211
cifar10,fc3,kaiming_out,0.80,1,4,62.779998779296875
cifar10,fc3,kaiming_in,0.94,1,1,59.06999969482422
cifar10,fc3,kaiming_out,0.86,0,3,61.369998931884766
cifar10,fc3,xavier,0.98,1,3,53.040000915527344
cifar10,fc3,kaiming_in,0.96,1,4,56.68000030517578
cifar10,fc3,kaiming_in,0.92,0,2,59.400001525878906
cifar10,fc3,xavier,0.92,1,5,59.880001068115234
cifar10,fc3,kaiming_in,0.98,1,2,52.75
cifar10,fc3,kaiming_out,0.90,1,2,61.130001068115234
cifar10,fc3,kaiming_in,0.82,1,2,63.04999923706055
cifar10,fc3,kaiming_out,0.84,0,5,62.599998474121094
cifar10,fc3,kaiming_out,0.94,0,1,58.41999816894531
cifar10,fc3,kaiming_in,0.98,0,5,52.900001525878906
cifar10,fc3,kaiming_in,0.86,1,2,62.04999923706055
cifar10,fc3,xavier,0.92,1,2,59.86000061035156
cifar10,fc3,xavier,0.82,1,5,62.54999923706055
cifar10,fc3,kaiming_in,0.86,0,5,61.40999984741211
cifar10,fc3,kaiming_in,0.80,0,3,62.88999938964844
cifar10,fc3,xavier,0.86,1,3,61.310001373291016
cifar10,fc3,xavier,0.98,0,1,53.18000030517578
cifar10,fc3,xavier,0.90,0,2,60.68000030517578
cifar10,fc3,kaiming_out,0.94,1,5,58.83000183105469
cifar10,fc3,xavier,0.88,1,4,61.61000061035156
cifar10,fc3,kaiming_in,0.94,0,4,58.83000183105469
cifar10,fc3,kaiming_in,0.94,1,5,59.029998779296875
cifar10,fc3,kaiming_out,0.92,0,2,59.88999938964844
cifar10,fc3,kaiming_in,0.92,1,4,59.959999084472656
cifar10,fc3,kaiming_in,0.90,1,4,60.939998626708984
cifar10,fc3,kaiming_in,0.84,0,2,62.41999816894531
cifar10,fc3,xavier,0.96,0,2,57.060001373291016
cifar10,fc3,xavier,0.80,0,4,63.150001525878906
cifar10,fc3,kaiming_in,0.92,0,5,59.400001525878906
cifar10,fc3,xavier,0.84,1,5,62.2400016784668
cifar10,fc3,kaiming_in,0.88,1,3,60.93000030517578
cifar10,fc3,kaiming_in,0.82,0,1,62.790000915527344
cifar10,fc3,kaiming_out,0.92,0,5,59.61000061035156
cifar10,fc3,kaiming_out,0.96,1,5,57.209999084472656
cifar10,fc3,xavier,0.80,1,2,62.22999954223633
cifar10,fc3,xavier,0.90,1,2,60.619998931884766
cifar10,fc3,xavier,0.80,0,5,62.970001220703125
cifar10,fc3,kaiming_out,0.86,0,2,61.290000915527344
cifar10,fc3,kaiming_out,0.94,1,2,58.560001373291016
cifar10,fc3,kaiming_in,0.84,1,2,62.18000030517578
cifar10,fc3,xavier,0.80,1,3,63.18000030517578
cifar10,fc3,kaiming_in,0.92,1,5,59.119998931884766
cifar10,fc3,kaiming_in,0.90,0,1,60.86000061035156
cifar10,fc3,xavier,0.84,1,1,62.06999969482422
cifar10,fc3,kaiming_out,0.82,0,3,62.43000030517578
cifar10,fc3,xavier,0.88,1,2,61.18000030517578
cifar10,fc3,kaiming_out,0.88,0,4,61.220001220703125
cifar10,fc3,xavier,0.94,1,1,58.72999954223633
cifar10,fc3,kaiming_out,0.96,1,3,57.59000015258789
cifar10,fc3,kaiming_out,0.84,0,1,62.20000076293945
cifar10,fc3,kaiming_out,0.86,1,4,61.97999954223633
cifar10,fc3,kaiming_in,0.98,1,4,53.16999816894531
cifar10,fc3,kaiming_in,0.94,1,4,58.43000030517578
cifar10,fc3,kaiming_out,0.80,0,5,62.970001220703125
cifar10,fc3,kaiming_in,0.98,1,1,52.88999938964844
cifar10,fc3,xavier,0.86,1,2,62.0099983215332
cifar10,fc3,kaiming_out,0.88,0,3,60.939998626708984
cifar10,conv3_wobn,kaiming_in,0.82,0,3,57.47999954223633
cifar10,conv3_wobn,kaiming_out,0.84,0,3,52.619998931884766
cifar10,conv3_wobn,xavier,0.86,0,5,55.880001068115234
cifar10,conv3_wobn,xavier,0.98,0,2,22.75
cifar10,conv3_wobn,kaiming_out,0.98,1,5,25.729999542236328
cifar10,conv3_wobn,kaiming_out,0.94,0,5,37.380001068115234
cifar10,conv3_wobn,xavier,0.82,1,3,58.81999969482422
cifar10,conv3_wobn,xavier,0.92,1,4,47.65999984741211
cifar10,conv3_wobn,kaiming_out,0.96,0,5,10.0
cifar10,conv3_wobn,kaiming_out,0.98,1,4,21.389999389648438
cifar10,conv3_wobn,kaiming_out,0.86,1,5,54.099998474121094
cifar10,conv3_wobn,kaiming_out,0.92,0,4,40.06999969482422
cifar10,conv3_wobn,xavier,0.96,1,4,39.209999084472656
cifar10,conv3_wobn,kaiming_out,0.80,1,1,59.52000045776367
cifar10,conv3_wobn,xavier,0.82,1,2,57.40999984741211
cifar10,conv3_wobn,kaiming_out,0.90,1,4,50.119998931884766
cifar10,conv3_wobn,xavier,0.80,0,1,57.869998931884766
cifar10,conv3_wobn,kaiming_in,0.86,0,3,57.40999984741211
cifar10,conv3_wobn,kaiming_out,0.92,1,2,46.08000183105469
cifar10,conv3_wobn,kaiming_in,0.86,1,4,54.7599983215332
cifar10,conv3_wobn,kaiming_in,0.90,1,2,51.43000030517578
cifar10,conv3_wobn,kaiming_in,0.90,0,4,51.59000015258789
cifar10,conv3_wobn,xavier,0.92,0,3,47.939998626708984
cifar10,conv3_wobn,kaiming_in,0.98,1,5,24.31999969482422
cifar10,conv3_wobn,kaiming_in,0.80,1,3,58.5099983215332
cifar10,conv3_wobn,xavier,0.94,0,1,43.59000015258789
cifar10,conv3_wobn,kaiming_in,0.84,1,5,56.25
cifar10,conv3_wobn,kaiming_in,0.94,0,3,43.619998931884766
cifar10,conv3_wobn,xavier,0.94,0,2,41.939998626708984
cifar10,conv3_wobn,kaiming_in,0.88,0,2,51.970001220703125
cifar10,conv3_wobn,kaiming_out,0.82,0,1,52.599998474121094
cifar10,conv3_wobn,xavier,0.88,1,1,53.369998931884766
cifar10,conv3_wobn,xavier,0.82,0,5,57.88999938964844
cifar10,conv3_wobn,kaiming_in,0.96,1,3,38.9900016784668
cifar10,conv3_wobn,xavier,0.84,0,3,55.70000076293945
cifar10,conv3_wobn,kaiming_out,0.90,1,5,50.849998474121094
cifar10,conv3_wobn,kaiming_out,0.82,1,1,57.40999984741211
cifar10,conv3_wobn,kaiming_out,0.84,0,2,52.209999084472656
cifar10,conv3_wobn,kaiming_in,0.98,0,1,22.610000610351562
cifar10,conv3_wobn,kaiming_in,0.98,0,2,10.0
cifar10,conv3_wobn,kaiming_in,0.92,1,2,47.58000183105469
cifar10,conv3_wobn,kaiming_in,0.94,0,2,44.380001068115234
cifar10,conv3_wobn,xavier,0.98,1,4,22.479999542236328
cifar10,conv3_wobn,kaiming_out,0.84,1,2,54.93000030517578
cifar10,conv3_wobn,kaiming_in,0.96,0,4,38.2599983215332
cifar10,conv3_wobn,xavier,0.86,0,2,54.41999816894531
cifar10,conv3_wobn,kaiming_in,0.82,0,5,57.150001525878906
cifar10,conv3_wobn,kaiming_out,0.86,1,2,54.939998626708984
cifar10,conv3_wobn,kaiming_out,0.80,1,2,58.65999984741211
cifar10,conv3_wobn,kaiming_out,0.82,0,4,52.5
cifar10,conv3_wobn,kaiming_in,0.82,1,4,57.880001068115234
cifar10,conv3_wobn,kaiming_out,0.88,0,5,10.0
cifar10,conv3_wobn,xavier,0.94,0,4,42.81999969482422
cifar10,conv3_wobn,kaiming_in,0.88,1,2,51.939998626708984
cifar10,conv3_wobn,kaiming_in,0.96,0,5,37.189998626708984
cifar10,conv3_wobn,xavier,0.86,0,1,55.7400016784668
cifar10,conv3_wobn,kaiming_in,0.96,0,1,31.100000381469727
cifar10,conv3_wobn,kaiming_in,0.98,0,4,19.729999542236328
cifar10,conv3_wobn,kaiming_out,0.92,1,3,48.650001525878906
cifar10,conv3_wobn,kaiming_out,0.96,0,2,10.0
cifar10,conv3_wobn,kaiming_out,0.82,1,3,57.2400016784668
cifar10,conv3_wobn,xavier,0.88,0,5,51.84000015258789
cifar10,conv3_wobn,kaiming_in,0.80,0,1,59.97999954223633
cifar10,conv3_wobn,kaiming_in,0.90,1,5,51.209999084472656
cifar10,conv3_wobn,xavier,0.80,0,3,58.130001068115234
cifar10,conv3_wobn,kaiming_in,0.94,1,3,45.13999938964844
cifar10,conv3_wobn,xavier,0.96,1,1,40.83000183105469
cifar10,conv3_wobn,kaiming_in,0.82,1,3,58.56999969482422
cifar10,conv3_wobn,xavier,0.90,1,4,51.29999923706055
cifar10,conv3_wobn,xavier,0.92,1,1,48.41999816894531
cifar10,conv3_wobn,kaiming_out,0.90,1,1,49.77000045776367
cifar10,conv3_wobn,kaiming_out,0.88,1,2,53.22999954223633
cifar10,conv3_wobn,kaiming_out,0.94,1,1,43.72999954223633
cifar10,conv3_wobn,kaiming_in,0.94,0,1,43.86000061035156
cifar10,conv3_wobn,kaiming_in,0.86,0,2,54.869998931884766
cifar10,conv3_wobn,kaiming_in,0.90,0,5,50.209999084472656
cifar10,conv3_wobn,kaiming_in,0.84,1,3,55.5
cifar10,conv3_wobn,kaiming_out,0.96,0,1,30.739999771118164
cifar10,conv3_wobn,xavier,0.92,0,2,48.79999923706055
cifar10,conv3_wobn,kaiming_out,0.92,1,4,48.33000183105469
cifar10,conv3_wobn,kaiming_in,0.84,0,1,57.27000045776367
cifar10,conv3_wobn,xavier,0.92,0,5,46.209999084472656
cifar10,conv3_wobn,kaiming_out,0.88,1,4,52.58000183105469
cifar10,conv3_wobn,kaiming_in,0.88,0,5,52.86000061035156
cifar10,conv3_wobn,kaiming_out,0.96,0,3,10.0
cifar10,conv3_wobn,xavier,0.98,1,2,23.59000015258789
cifar10,conv3_wobn,xavier,0.94,1,4,45.08000183105469
cifar10,conv3_wobn,xavier,0.80,1,5,59.31999969482422
cifar10,conv3_wobn,kaiming_in,0.84,0,4,55.2400016784668
cifar10,conv3_wobn,xavier,0.96,0,3,39.63999938964844
cifar10,conv3_wobn,kaiming_in,0.86,1,3,54.5
cifar10,conv3_wobn,kaiming_out,0.90,1,3,49.9900016784668
cifar10,conv3_wobn,xavier,0.92,1,3,46.54999923706055
cifar10,conv3_wobn,xavier,0.90,1,3,49.709999084472656
cifar10,conv3_wobn,xavier,0.90,0,5,50.13999938964844
cifar10,conv3_wobn,xavier,0.88,0,1,53.36000061035156
cifar10,conv3_wobn,kaiming_out,0.80,0,2,54.959999084472656
cifar10,conv3_wobn,xavier,0.82,1,4,56.970001220703125
cifar10,conv3_wobn,xavier,0.84,0,5,56.720001220703125
cifar10,conv3_wobn,kaiming_out,0.96,0,4,10.0
cifar10,conv3_wobn,kaiming_in,0.86,0,1,54.650001525878906
cifar10,conv3_wobn,kaiming_in,0.98,0,3,24.329999923706055
cifar10,conv3_wobn,kaiming_in,0.80,0,2,59.439998626708984
cifar10,conv3_wobn,xavier,0.82,0,2,57.5099983215332
cifar10,conv3_wobn,kaiming_in,0.88,1,1,51.150001525878906
cifar10,conv3_wobn,xavier,0.90,0,3,51.63999938964844
cifar10,conv3_wobn,xavier,0.96,1,2,39.779998779296875
cifar10,conv3_wobn,xavier,0.88,0,3,53.16999816894531
cifar10,conv3_wobn,xavier,0.84,0,4,56.06999969482422
cifar10,conv3_wobn,kaiming_in,0.82,0,4,57.619998931884766
cifar10,conv3_wobn,xavier,0.88,0,4,53.4900016784668
cifar10,conv3_wobn,kaiming_out,0.84,1,5,56.29999923706055
cifar10,conv3_wobn,kaiming_in,0.84,1,1,56.06999969482422
cifar10,conv3_wobn,kaiming_out,0.94,0,3,35.22999954223633
cifar10,conv3_wobn,kaiming_out,0.82,1,2,57.68000030517578
cifar10,conv3_wobn,kaiming_in,0.92,0,1,48.2599983215332
cifar10,conv3_wobn,kaiming_in,0.98,1,3,10.0
cifar10,conv3_wobn,kaiming_in,0.88,1,5,52.20000076293945
cifar10,conv3_wobn,xavier,0.86,1,1,53.88999938964844
cifar10,conv3_wobn,kaiming_in,0.82,1,5,57.470001220703125
cifar10,conv3_wobn,xavier,0.88,1,5,52.439998626708984
cifar10,conv3_wobn,kaiming_in,0.80,1,1,59.029998779296875
cifar10,conv3_wobn,xavier,0.86,1,4,54.400001525878906
cifar10,conv3_wobn,kaiming_out,0.88,1,1,52.27000045776367
cifar10,conv3_wobn,kaiming_in,0.94,1,2,44.209999084472656
cifar10,conv3_wobn,kaiming_in,0.96,1,5,39.040000915527344
cifar10,conv3_wobn,kaiming_in,0.92,1,1,48.040000915527344
cifar10,conv3_wobn,xavier,0.84,1,4,55.959999084472656
cifar10,conv3_wobn,kaiming_out,0.96,1,2,39.22999954223633
cifar10,conv3_wobn,kaiming_out,0.82,0,2,51.88999938964844
cifar10,conv3_wobn,kaiming_in,0.88,1,4,53.0099983215332
cifar10,conv3_wobn,kaiming_in,0.88,0,4,52.38999938964844
cifar10,conv3_wobn,kaiming_out,0.94,1,4,42.939998626708984
cifar10,conv3_wobn,xavier,0.86,0,4,54.18000030517578
cifar10,conv3_wobn,kaiming_in,0.80,1,5,60.11000061035156
cifar10,conv3_wobn,xavier,0.94,1,2,45.529998779296875
cifar10,conv3_wobn,kaiming_out,0.80,1,5,58.77000045776367
cifar10,conv3_wobn,kaiming_in,0.88,0,3,52.08000183105469
cifar10,conv3_wobn,kaiming_out,0.88,1,3,52.66999816894531
cifar10,conv3_wobn,kaiming_out,0.84,0,4,50.33000183105469
cifar10,conv3_wobn,kaiming_out,0.80,0,1,53.11000061035156
cifar10,conv3_wobn,kaiming_out,0.98,0,4,10.0
cifar10,conv3_wobn,xavier,0.80,1,1,59.34000015258789
cifar10,conv3_wobn,xavier,0.86,1,5,54.40999984741211
cifar10,conv3_wobn,kaiming_out,0.90,0,2,46.540000915527344
cifar10,conv3_wobn,kaiming_out,0.84,1,3,56.560001373291016
cifar10,conv3_wobn,xavier,0.90,0,4,52.779998779296875
cifar10,conv3_wobn,kaiming_in,0.96,0,3,38.47999954223633
cifar10,conv3_wobn,kaiming_out,0.80,0,3,51.029998779296875
cifar10,conv3_wobn,kaiming_in,0.86,1,1,54.25
cifar10,conv3_wobn,xavier,0.82,0,4,58.31999969482422
cifar10,conv3_wobn,kaiming_in,0.80,0,4,58.119998931884766
cifar10,conv3_wobn,xavier,0.92,0,4,46.25
cifar10,conv3_wobn,xavier,0.88,0,2,53.130001068115234
cifar10,conv3_wobn,xavier,0.84,1,2,57.02000045776367
cifar10,conv3_wobn,xavier,0.80,1,4,59.58000183105469
cifar10,conv3_wobn,kaiming_out,0.98,0,2,10.0
cifar10,conv3_wobn,kaiming_out,0.92,0,3,41.08000183105469
cifar10,conv3_wobn,xavier,0.86,0,3,53.70000076293945
cifar10,conv3_wobn,kaiming_in,0.82,0,2,56.790000915527344
cifar10,conv3_wobn,xavier,0.98,1,5,24.40999984741211
cifar10,conv3_wobn,xavier,0.84,0,1,55.70000076293945
cifar10,conv3_wobn,kaiming_out,0.86,1,3,54.95000076293945
cifar10,conv3_wobn,kaiming_out,0.98,1,1,26.739999771118164
cifar10,conv3_wobn,xavier,0.96,1,3,40.04999923706055
cifar10,conv3_wobn,kaiming_in,0.84,0,5,55.7400016784668
cifar10,conv3_wobn,kaiming_in,0.90,0,2,51.619998931884766
cifar10,conv3_wobn,kaiming_in,0.92,1,3,46.11000061035156
cifar10,conv3_wobn,kaiming_out,0.90,0,1,46.779998779296875
cifar10,conv3_wobn,kaiming_out,0.90,0,3,10.0
cifar10,conv3_wobn,xavier,0.98,0,3,21.040000915527344
cifar10,conv3_wobn,kaiming_out,0.94,0,2,37.97999954223633
cifar10,conv3_wobn,kaiming_in,0.96,1,2,38.529998779296875
cifar10,conv3_wobn,kaiming_out,0.88,0,1,48.59000015258789
cifar10,conv3_wobn,kaiming_in,0.96,0,2,38.779998779296875
cifar10,conv3_wobn,kaiming_in,0.90,1,3,49.70000076293945
cifar10,conv3_wobn,kaiming_out,0.84,1,4,55.130001068115234
cifar10,conv3_wobn,kaiming_out,0.94,0,4,38.7400016784668
cifar10,conv3_wobn,xavier,0.84,1,3,56.5099983215332
cifar10,conv3_wobn,kaiming_out,0.88,1,5,51.720001220703125
cifar10,conv3_wobn,xavier,0.96,0,1,37.040000915527344
cifar10,conv3_wobn,kaiming_in,0.88,0,1,52.209999084472656
cifar10,conv3_wobn,kaiming_out,0.82,0,5,53.849998474121094
cifar10,conv3_wobn,kaiming_in,0.80,0,5,58.36000061035156
cifar10,conv3_wobn,kaiming_out,0.92,0,1,10.0
cifar10,conv3_wobn,kaiming_in,0.90,1,1,48.970001220703125
cifar10,conv3_wobn,xavier,0.98,0,5,10.0
cifar10,conv3_wobn,kaiming_in,0.80,1,4,60.2400016784668
cifar10,conv3_wobn,xavier,0.98,1,1,24.290000915527344
cifar10,conv3_wobn,kaiming_out,0.90,0,5,44.54999923706055
cifar10,conv3_wobn,kaiming_out,0.94,1,3,42.540000915527344
cifar10,conv3_wobn,kaiming_out,0.88,0,2,44.209999084472656
cifar10,conv3_wobn,kaiming_out,0.92,1,5,46.75
cifar10,conv3_wobn,kaiming_out,0.98,0,5,25.459999084472656
cifar10,conv3_wobn,xavier,0.94,0,5,43.400001525878906
cifar10,conv3_wobn,kaiming_out,0.98,1,2,25.770000457763672
cifar10,conv3_wobn,kaiming_out,0.86,1,1,53.689998626708984
cifar10,conv3_wobn,xavier,0.96,0,5,38.54999923706055
cifar10,conv3_wobn,xavier,0.98,0,4,25.469999313354492
cifar10,conv3_wobn,xavier,0.84,0,2,56.63999938964844
cifar10,conv3_wobn,kaiming_in,0.82,1,1,56.86000061035156
cifar10,conv3_wobn,kaiming_in,0.94,0,5,43.22999954223633
cifar10,conv3_wobn,kaiming_out,0.90,0,4,46.91999816894531
cifar10,conv3_wobn,kaiming_out,0.96,1,1,35.75
cifar10,conv3_wobn,kaiming_in,0.86,0,4,54.2599983215332
cifar10,conv3_wobn,xavier,0.88,1,3,53.619998931884766
cifar10,conv3_wobn,kaiming_in,0.80,1,2,58.5099983215332
cifar10,conv3_wobn,kaiming_in,0.96,1,1,38.189998626708984
cifar10,conv3_wobn,xavier,0.94,1,5,43.27000045776367
cifar10,conv3_wobn,kaiming_in,0.86,1,5,54.45000076293945
cifar10,conv3_wobn,xavier,0.82,1,1,57.369998931884766
cifar10,conv3_wobn,xavier,0.94,1,3,43.68000030517578
cifar10,conv3_wobn,kaiming_out,0.98,0,3,10.0
cifar10,conv3_wobn,xavier,0.90,1,5,51.779998779296875
cifar10,conv3_wobn,kaiming_out,0.84,1,1,57.81999969482422
cifar10,conv3_wobn,kaiming_out,0.80,0,4,53.2599983215332
cifar10,conv3_wobn,kaiming_out,0.98,1,3,26.149999618530273
cifar10,conv3_wobn,kaiming_out,0.82,1,4,57.7400016784668
cifar10,conv3_wobn,kaiming_in,0.92,0,3,46.83000183105469
cifar10,conv3_wobn,xavier,0.96,1,5,38.36000061035156
cifar10,conv3_wobn,xavier,0.92,0,1,46.47999954223633
cifar10,conv3_wobn,kaiming_in,0.92,0,4,48.5099983215332
cifar10,conv3_wobn,xavier,0.80,0,2,58.45000076293945
cifar10,conv3_wobn,kaiming_out,0.86,0,4,46.65999984741211
cifar10,conv3_wobn,xavier,0.82,0,3,59.38999938964844
cifar10,conv3_wobn,xavier,0.90,1,1,51.20000076293945
cifar10,conv3_wobn,kaiming_out,0.98,0,1,10.0
cifar10,conv3_wobn,kaiming_out,0.86,0,5,49.02000045776367
cifar10,conv3_wobn,kaiming_in,0.84,1,4,56.70000076293945
cifar10,conv3_wobn,xavier,0.94,0,3,43.72999954223633
cifar10,conv3_wobn,kaiming_out,0.80,1,3,58.70000076293945
cifar10,conv3_wobn,kaiming_in,0.90,0,3,50.619998931884766
cifar10,conv3_wobn,kaiming_out,0.92,1,1,47.65999984741211
cifar10,conv3_wobn,xavier,0.90,0,1,50.959999084472656
cifar10,conv3_wobn,xavier,0.82,0,1,56.650001525878906
cifar10,conv3_wobn,kaiming_out,0.96,1,4,36.310001373291016
cifar10,conv3_wobn,kaiming_out,0.82,1,5,57.02000045776367
cifar10,conv3_wobn,kaiming_out,0.86,0,1,49.18000030517578
cifar10,conv3_wobn,xavier,0.96,0,4,38.970001220703125
cifar10,conv3_wobn,kaiming_in,0.84,0,3,56.060001373291016
cifar10,conv3_wobn,kaiming_out,0.80,1,4,57.90999984741211
cifar10,conv3_wobn,kaiming_in,0.94,1,1,42.150001525878906
cifar10,conv3_wobn,kaiming_out,0.86,0,3,50.72999954223633
cifar10,conv3_wobn,xavier,0.98,1,3,19.239999771118164
cifar10,conv3_wobn,kaiming_in,0.96,1,4,40.56999969482422
cifar10,conv3_wobn,kaiming_in,0.92,0,2,48.2599983215332
cifar10,conv3_wobn,xavier,0.92,1,5,47.709999084472656
cifar10,conv3_wobn,kaiming_in,0.98,1,2,24.610000610351562
cifar10,conv3_wobn,kaiming_out,0.90,1,2,50.66999816894531
cifar10,conv3_wobn,kaiming_in,0.82,1,2,56.31999969482422
cifar10,conv3_wobn,kaiming_out,0.84,0,5,52.349998474121094
cifar10,conv3_wobn,kaiming_out,0.94,0,1,41.63999938964844
cifar10,conv3_wobn,kaiming_in,0.98,0,5,10.0
cifar10,conv3_wobn,kaiming_in,0.86,1,2,53.75
cifar10,conv3_wobn,xavier,0.92,1,2,47.84000015258789
cifar10,conv3_wobn,xavier,0.82,1,5,57.09000015258789
cifar10,conv3_wobn,kaiming_in,0.86,0,5,55.279998779296875
cifar10,conv3_wobn,kaiming_in,0.80,0,3,57.599998474121094
cifar10,conv3_wobn,xavier,0.86,1,3,53.13999938964844
cifar10,conv3_wobn,xavier,0.98,0,1,24.770000457763672
cifar10,conv3_wobn,xavier,0.90,0,2,50.119998931884766
cifar10,conv3_wobn,kaiming_out,0.94,1,5,45.79999923706055
cifar10,conv3_wobn,xavier,0.88,1,4,53.84000015258789
cifar10,conv3_wobn,kaiming_in,0.94,0,4,44.310001373291016
cifar10,conv3_wobn,kaiming_in,0.94,1,5,44.61000061035156
cifar10,conv3_wobn,kaiming_out,0.92,0,2,44.959999084472656
cifar10,conv3_wobn,kaiming_in,0.92,1,4,46.689998626708984
cifar10,conv3_wobn,kaiming_in,0.90,1,4,50.650001525878906
cifar10,conv3_wobn,kaiming_in,0.84,0,2,56.599998474121094
